,k1,k2,E1,E2
67,23.082992539267945,77.24345020180209,31107.07485019312,39665.22410226011
68,18.953050386839383,90.80802949182345,30529.280393040182,40113.73467038244
69,20.710937910951355,83.16996057131982,30805.892332796295,39876.270184728084
70,18.18549080794899,65.72657652078952,30416.294615296756,39223.21339606898
71,12.147892028456324,45.12945045196771,29302.888575028635,38194.144730342545
72,4.929663537166405,133.89086200105797,26635.8524254091,41163.82082194103
73,20.512731504598662,106.98199797354127,30660.67479570742,40560.70063653076
74,21.006700520199008,93.35471748418676,30761.272887418058,40178.10564855804
75,19.73635577733317,98.75362910260881,30599.64039254174,40346.31274388047
76,3.6393630101175565,149.99998305638113,25806.925407145678,41446.42489819377
77,14.430958212981363,149.9999928114441,29710.277666486683,41478.96029884101
78,21.138173237661093,90.73414659450283,30833.36092609432,40128.61898313504
79,19.294823672883208,104.69324605284973,30510.371654343133,40510.84889949937
80,2.607050470695225,69.22680095813037,25000.001468502505,39333.142090801295
81,16.949842823156228,118.76691429120146,30074.04126731665,40824.66852388976
82,21.029588811317897,95.27115352081795,30770.753828753943,40243.47156167542
83,18.862418349044077,111.08370690591005,30421.17882623639,40670.941374189555
84,24.708015660945147,76.24225941680999,31286.7038829574,39632.545034540664
85,21.58937721477476,92.6329553952883,30871.989108388123,40181.7478528116
86,21.091322126816706,96.07721666941696,30765.91144819689,40265.321194575095
87,19.337815749868728,96.50567420686403,30604.551156564357,40318.12321325275
88,17.77732130279279,108.5062535737451,30287.456682982094,40602.76307166587
89,15.259532609396405,134.79914728383426,29793.69015375863,41199.11159557717
90,21.616910309091583,90.65235108674251,30848.137718134392,40096.0776408459
91,3.3372937891220475,149.99991062247588,25630.388452101062,41483.30064805118
92,20.652437906744403,97.86062128528714,30747.864718937744,40330.11871286893
93,22.134113060054425,73.68464943802763,31013.225174702933,39535.65213713519
94,20.297310066178802,93.79207093658654,30684.309981457223,40191.747572763874
95,6.007958386675472,149.99997175883215,27126.707007542,41465.75099589974
96,16.572749402536758,40.75746000309888,30154.396795028595,37923.85448825053
97,21.235697111801056,98.97798760165126,30807.097617165928,40373.550932032136
98,20.10350615639414,96.19608053749371,30632.029399836003,40258.3813340696
99,18.274272179970747,96.49060573948069,30456.872524151822,40305.258325587834
